index,pred
9017,0
9018,0
9019,0
9020,0
9021,0
9022,0
9023,1
9024,0
9025,1
9026,0
9027,1
9028,0
9029,0
9030,1
9031,0
9032,1
9033,1
9034,1
9035,1
9036,0
9037,0
9038,0
9039,1
9040,1
9041,1
9042,1
9043,1
9044,1
9045,1
9046,0
9047,1
9048,1
9049,0
9050,1
9051,1
9052,1
9053,1
9054,0
9055,0
9056,1
9057,0
9058,1
9059,0
9060,0
9061,0
9062,0
9063,1
9064,1
9065,0
9066,0
9067,0
9068,0
9069,1
9070,1
9071,0
9072,0
9073,0
9074,0
9075,1
9076,0
9077,0
9078,1
9079,0
9080,0
9081,0
9082,0
9083,1
9084,1
9085,1
9086,0
9087,0
9088,1
9089,0
9090,0
9091,1
9092,1
9093,1
9094,1
9095,1
9096,1
9097,1
9098,1
9099,0
9100,1
9101,0
9102,1
9103,0
9104,0
9105,0
9106,0
9107,1
9108,1
9109,1
9110,1
9111,1
9112,1
9113,1
9114,1
9115,0
9116,0
9117,1
9118,1
9119,1
9120,1
9121,0
9122,1
9123,0
9124,0
9125,0
9126,1
9127,1
9128,0
9129,0
9130,0
9131,0
9132,0
9133,1
9134,0
9135,0
9136,0
9137,1
9138,1
9139,0
9140,1
9141,0
9142,0
9143,1
9144,1
9145,0
9146,0
9147,0
9148,0
9149,0
9150,0
9151,1
9152,0
9153,0
9154,1
9155,1
9156,1
9157,0
9158,0
9159,1
9160,1
9161,1
9162,1
9163,0
9164,0
9165,0
9166,1
9167,0
9168,0
9169,0
9170,1
9171,1
9172,0
9173,1
9174,1
9175,0
9176,0
9177,1
9178,1
9179,1
9180,1
9181,1
9182,0
9183,0
9184,1
9185,0
9186,0
9187,1
9188,0
9189,0
9190,1
9191,1
9192,0
9193,1
9194,1
9195,0
9196,1
9197,1
9198,0
9199,1
9200,1
9201,1
9202,0
9203,0
9204,1
9205,1
9206,0
9207,1
9208,1
9209,0
9210,1
9211,1
9212,1
9213,0
9214,0
9215,0
9216,0
9217,0
9218,1
9219,0
9220,0
9221,1
9222,0
9223,1
9224,0
9225,1
9226,1
9227,0
9228,0
9229,1
9230,0
9231,0
9232,1
9233,0
9234,0
9235,1
9236,0
9237,0
9238,1
9239,1
9240,1
9241,0
9242,0
9243,1
9244,0
9245,0
9246,0
9247,0
9248,1
9249,0
9250,0
9251,1
9252,1
9253,0
9254,1
9255,0
9256,1
9257,1
9258,1
9259,0
9260,1
9261,1
9262,0
9263,1
9264,0
9265,0
9266,1
9267,1
9268,1
9269,1
9270,1
9271,1
9272,0
9273,0
9274,0
9275,1
9276,0
9277,0
9278,1
9279,0
9280,0
9281,1
9282,1
9283,0
9284,1
9285,0
9286,1
9287,1
9288,1
9289,1
9290,1
9291,1
9292,1
9293,1
9294,1
9295,1
9296,1
9297,0
9298,0
9299,1
9300,1
9301,0
9302,1
9303,1
9304,0
9305,0
9306,1
9307,0
9308,0
9309,1
9310,0
9311,0
9312,1
9313,1
9314,1
9315,1
9316,1
9317,0
9318,0
9319,0
9320,0
9321,0
9322,0
9323,0
9324,1
9325,0
9326,1
9327,1
9328,0
9329,0
9330,1
9331,1
9332,0
9333,0
9334,0
9335,0
9336,1
9337,1
9338,1
9339,0
9340,1
9341,1
9342,0
9343,0
9344,1
9345,0
9346,1
9347,1
9348,0
9349,1
9350,0
9351,0
9352,0
9353,0
9354,1
9355,0
9356,1
9357,1
9358,1
9359,1
9360,0
9361,1
9362,0
9363,0
9364,1
9365,1
9366,1
9367,1
9368,0
9369,0
9370,1
9371,0
9372,1
9373,1
9374,0
9375,0
9376,1
9377,0
9378,1
9379,0
9380,1
9381,1
9382,0
9383,1
9384,0
9385,1
9386,0
9387,1
9388,0
9389,0
9390,1
9391,0
9392,0
9393,0
9394,0
9395,1
9396,1
9397,0
9398,0
9399,1
9400,1
9401,0
9402,1
9403,0
9404,0
9405,1
9406,0
9407,1
9408,1
9409,1
9410,0
9411,0
9412,0
9413,1
9414,0
9415,1
9416,0
9417,0
9418,1
9419,1
9420,1
9421,1
9422,0
9423,0
9424,1
9425,1
9426,0
9427,0
9428,0
9429,1
9430,1
9431,1
9432,0
9433,0
9434,0
9435,1
9436,0
9437,1
9438,0
9439,0
9440,0
9441,0
9442,0
9443,1
9444,1
9445,0
9446,1
9447,1
9448,1
9449,1
9450,1
9451,0
9452,1
9453,0
9454,1
9455,0
9456,0
9457,0
9458,1
9459,1
9460,0
9461,0
9462,0
9463,1
9464,0
9465,0
9466,1
9467,0
9468,1
9469,1
9470,1
9471,1
9472,1
9473,1
9474,0
9475,0
9476,1
9477,1
9478,1
9479,0
9480,0
9481,0
9482,0
9483,0
9484,1
9485,0
9486,1
9487,1
9488,1
9489,0
9490,0
9491,1
9492,0
9493,1
9494,1
9495,0
9496,1
9497,0
9498,0
9499,1
9500,0
9501,1
9502,1
9503,0
9504,1
9505,1
9506,0
9507,0
9508,0
9509,1
9510,0
9511,1
9512,0
9513,0
9514,0
9515,0
9516,0
9517,0
9518,0
9519,0
9520,0
9521,1
9522,0
9523,0
9524,0
9525,1
9526,1
9527,1
9528,1
9529,1
9530,0
9531,1
9532,1
9533,0
9534,0
9535,1
9536,1
9537,0
9538,1
9539,1
9540,0
9541,0
9542,1
9543,1
9544,0
9545,1
9546,0
9547,1
9548,1
9549,0
9550,0
9551,0
9552,0
9553,1
9554,0
9555,1
9556,1
9557,0
9558,1
9559,0
9560,0
9561,1
9562,0
9563,1
9564,1
9565,0
9566,0
9567,1
9568,1
9569,1
9570,0
9571,0
9572,0
9573,0
9574,0
9575,0
9576,1
9577,1
9578,1
9579,0
9580,1
9581,0
9582,0
9583,0
9584,1
9585,0
9586,0
9587,0
9588,1
9589,0
9590,1
9591,0
9592,0
9593,1
9594,1
9595,1
9596,0
9597,1
9598,1
9599,0
9600,1
9601,0
9602,1
9603,1
9604,1
9605,0
9606,1
9607,0
9608,0
9609,1
9610,0
9611,0
9612,1
9613,1
9614,1
9615,0
9616,1
9617,0
9618,1
9619,0
9620,1
9621,0
9622,0
9623,1
9624,0
9625,1
9626,0
9627,1
9628,0
9629,1
9630,0
9631,0
9632,0
9633,0
9634,0
9635,1
9636,0
9637,0
9638,0
9639,1
9640,0
9641,0
9642,1
9643,1
9644,0
9645,0
9646,0
9647,0
9648,0
9649,1
9650,1
9651,0
9652,1
9653,0
9654,0
9655,1
9656,0
9657,0
9658,1
9659,1
9660,1
9661,1
9662,0
9663,0
9664,0
9665,1
9666,0
9667,0
9668,0
9669,0
9670,0
9671,0
9672,1
9673,1
9674,0
9675,1
9676,0
9677,1
9678,0
9679,1
9680,1
9681,1
9682,0
9683,1
9684,0
9685,1
9686,0
9687,1
9688,0
9689,1
9690,0
9691,1
9692,1
9693,1
9694,1
9695,1
9696,0
9697,1
9698,0
9699,1
9700,0
9701,0
9702,0
9703,1
9704,0
9705,1
9706,1
9707,0
9708,0
9709,1
9710,1
9711,1
9712,1
9713,1
9714,0
9715,0
9716,1
9717,0
9718,0
9719,1
9720,1
9721,1
9722,1
9723,1
9724,0
9725,0
9726,1
9727,0
9728,0
9729,0
9730,0
9731,0
9732,1
9733,0
9734,0
9735,1
9736,0
9737,0
9738,1
9739,1
9740,1
9741,0
9742,1
9743,0
9744,0
9745,0
9746,0
9747,1
9748,1
9749,1
9750,0
9751,1
9752,0
9753,0
9754,1
9755,0
9756,1
9757,0
9758,1
9759,0
9760,0
9761,1
9762,0
9763,0
9764,0
9765,0
9766,0
9767,1
9768,0
9769,0
9770,0
9771,0
9772,1
9773,0
9774,1
9775,0
9776,1
9777,0
9778,0
9779,1
9780,0
9781,1
9782,1
9783,0
9784,0
9785,1
9786,1
9787,0
9788,0
9789,1
9790,1
9791,1
9792,1
9793,0
9794,1
9795,0
9796,0
9797,1
9798,0
9799,1
9800,1
9801,0
9802,0
9803,0
9804,0
9805,1
9806,0
9807,0
9808,1
9809,0
9810,0
9811,1
9812,0
9813,1
9814,1
9815,1
9816,1
9817,1
9818,1
9819,0
9820,1
9821,0
9822,1
9823,0
9824,1
9825,0
9826,1
9827,0
9828,0
9829,1
9830,0
9831,0
9832,1
9833,1
9834,0
9835,0
9836,0
9837,1
9838,0
9839,0
9840,1
9841,1
9842,0
9843,1
9844,1
9845,1
9846,1
9847,0
9848,0
9849,0
9850,0
9851,0
9852,0
9853,0
9854,1
9855,0
9856,0
9857,0
9858,1
9859,1
9860,0
9861,0
9862,0
9863,1
9864,1
9865,0
9866,0
9867,0
9868,1
9869,0
9870,0
9871,0
9872,0
9873,0
9874,1
9875,1
9876,1
9877,0
9878,0
9879,0
9880,1
9881,1
9882,0
9883,0
9884,0
9885,1
9886,0
9887,0
9888,1
9889,0
9890,1
9891,1
9892,1
9893,0
9894,0
9895,1
9896,1
9897,1
9898,1
9899,1
9900,0
9901,0
9902,0
9903,1
9904,0
9905,1
9906,0
9907,0
9908,0
9909,0
9910,0
9911,0
9912,0
9913,0
9914,0
9915,0
9916,1
9917,1
9918,1
9919,1
9920,0
9921,0
9922,0
9923,0
9924,1
9925,0
9926,1
9927,0
9928,0
9929,0
9930,0
9931,1
9932,0
9933,0
9934,1
9935,1
9936,1
9937,1
9938,1
9939,1
9940,0
9941,1
9942,1
9943,0
9944,0
9945,0
9946,1
9947,0
9948,1
9949,1
9950,1
9951,1
9952,1
9953,0
9954,0
9955,1
9956,1
9957,1
9958,0
9959,1
9960,1
9961,1
9962,1
9963,0
9964,0
9965,0
9966,0
9967,1
9968,1
9969,0
9970,1
9971,1
9972,1
9973,0
9974,1
9975,0
9976,1
9977,0
9978,1
9979,1
9980,0
9981,1
9982,1
9983,0
9984,0
9985,1
9986,0
9987,0
9988,1
9989,1
9990,0
9991,1
9992,1
9993,1
9994,1
9995,0
9996,1
9997,0
9998,1
9999,0
10000,0
10001,1
10002,0
10003,1
10004,1
10005,1
10006,1
10007,1
10008,0
10009,0
10010,0
10011,1
10012,1
10013,1
10014,1
10015,0
10016,0
10017,0
10018,0
10019,1
10020,0
10021,0
10022,1
10023,0
10024,0
10025,0
10026,0
10027,1
10028,0
10029,0
10030,0
10031,1
10032,0
10033,0
10034,1
10035,0
10036,1
10037,1
10038,1
10039,1
10040,0
10041,1
10042,1
10043,0
10044,0
10045,1
10046,0
10047,0
10048,1
10049,0
10050,0
10051,1
10052,1
10053,1
10054,0
10055,1
10056,1
10057,1
10058,1
10059,1
10060,1
10061,1
10062,0
10063,1
10064,1
10065,1
10066,1
10067,0
10068,1
10069,0
10070,0
10071,0
10072,1
10073,1
10074,1
10075,1
10076,0
10077,1
10078,1
10079,1
10080,0
10081,0
10082,0
10083,0
10084,1
10085,0
10086,0
10087,0
10088,1
10089,1
10090,0
10091,1
10092,0
10093,0
10094,1
10095,0
10096,1
10097,1
10098,0
10099,0
10100,1
10101,0
10102,1
10103,0
10104,0
10105,1
10106,1
10107,1
10108,1
10109,1
10110,0
10111,1
10112,0
10113,1
10114,1
10115,0
10116,1
10117,1
10118,1
10119,0
10120,0
10121,0
10122,0
10123,0
10124,1
10125,0
10126,1
10127,0
10128,1
10129,1
10130,0
10131,0
10132,1
10133,0
10134,0
10135,1
10136,1
10137,0
10138,1
10139,0
10140,0
10141,1
10142,0
10143,1
10144,1
10145,0
10146,0
10147,1
10148,0
10149,1
10150,1
10151,0
10152,1
10153,0
10154,0
10155,1
10156,1
10157,0
10158,0
10159,1
10160,0
10161,1
10162,0
10163,0
10164,1
10165,1
10166,1
10167,0
10168,0
10169,0
10170,0
10171,0
10172,0
10173,1
10174,0
10175,1
10176,1
10177,0
10178,0
10179,1
10180,0
10181,0
10182,0
10183,0
10184,0
10185,0
10186,0
10187,0
10188,1
10189,1
10190,0
10191,1
10192,0
10193,0
10194,1
10195,1
10196,1
10197,1
10198,1
10199,0
10200,1
10201,1
10202,1
10203,1
10204,1
10205,1
10206,0
10207,1
10208,1
10209,1
10210,0
10211,1
10212,1
10213,1
10214,0
10215,1
10216,0
10217,1
10218,1
10219,0
10220,1
10221,1
10222,1
10223,1
10224,0
10225,0
10226,0
10227,0
10228,0
10229,1
10230,0
10231,0
10232,1
10233,0
10234,0
10235,1
10236,0
10237,1
10238,0
10239,0
10240,0
10241,1
10242,0
10243,1
10244,0
10245,1
10246,1
10247,1
10248,0
10249,0
10250,1
10251,1
10252,0
10253,1
10254,0
10255,0
10256,1
10257,0
10258,1
10259,1
10260,1
10261,1
10262,1
10263,0
10264,0
10265,0
10266,0
10267,0
10268,1
10269,0
10270,1
10271,0
10272,1
10273,1
10274,0
10275,1
10276,1
10277,1
10278,1
10279,0
10280,1
10281,0
10282,0
10283,1
10284,1
10285,0
10286,0
10287,0
10288,0
10289,1
10290,1
10291,0
10292,0
10293,0
10294,1
10295,0
10296,1
10297,1
10298,0
10299,1
10300,1
10301,1
10302,0
10303,0
10304,0
10305,1
10306,1
10307,1
10308,0
10309,0
10310,0
10311,0
10312,0
10313,1
10314,0
10315,1
10316,0
10317,0
10318,0
10319,0
10320,1
10321,0
10322,0
10323,0
10324,0
10325,1
10326,0
10327,0
10328,0
10329,0
10330,0
10331,1
10332,1
10333,0
10334,1
10335,0
10336,0
10337,1
10338,1
10339,0
10340,1
10341,0
10342,0
10343,0
10344,1
10345,1
10346,1
10347,0
10348,1
10349,0
10350,1
10351,1
10352,0
10353,1
10354,1
10355,0
10356,0
10357,0
10358,0
10359,0
10360,1
10361,0
10362,1
10363,0
10364,0
10365,1
10366,1
10367,0
10368,0
10369,0
10370,0
10371,0
10372,1
10373,1
10374,0
10375,1
10376,1
10377,0
10378,0
10379,0
10380,0
10381,1
10382,0
10383,0
10384,0
10385,1
10386,0
10387,1
10388,0
10389,1
10390,0
10391,1
10392,0
10393,0
10394,0
10395,0
10396,1
10397,0
10398,1
10399,0
10400,1
10401,0
10402,1
10403,0
10404,0
10405,1
10406,0
10407,0
10408,0
10409,1
10410,0
10411,0
10412,0
10413,0
10414,1
10415,0
10416,0
10417,0
10418,0
10419,0
10420,1
10421,0
10422,0
10423,1
10424,0
10425,0
10426,0
10427,1
10428,1
10429,1
10430,0
10431,0
10432,1
10433,0
10434,1
10435,1
10436,0
10437,1
10438,1
10439,1
10440,0
10441,0
10442,0
10443,0
10444,0
10445,0
10446,0
10447,0
10448,1
10449,0
10450,1
10451,0
10452,0
10453,1
10454,0
10455,1
10456,0
10457,1
10458,0
10459,1
10460,1
10461,0
10462,1
10463,0
10464,1
10465,1
10466,0
10467,0
10468,1
10469,1
10470,0
10471,1
10472,0
10473,0
10474,0
10475,0
10476,0
10477,0
10478,0
10479,0
10480,0
10481,0
10482,1
10483,1
10484,1
10485,0
10486,0
10487,1
10488,1
10489,1
10490,0
10491,1
10492,0
10493,0
10494,0
10495,1
10496,0
10497,0
10498,0
10499,0
10500,0
10501,1
10502,0
10503,1
10504,0
10505,1
10506,0
10507,0
10508,0
10509,0
10510,1
10511,1
10512,0
10513,1
10514,1
10515,0
10516,0
10517,1
10518,1
10519,0
10520,0
10521,1
10522,1
10523,0
10524,1
10525,1
10526,1
10527,1
10528,0
10529,0
10530,1
10531,0
10532,0
10533,0
10534,0
10535,0
10536,0
10537,0
10538,0
10539,1
10540,1
10541,0
10542,1
10543,1
10544,0
10545,1
10546,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,0
10553,0
10554,1
10555,0
10556,1
10557,1
10558,0
10559,0
10560,1
10561,1
10562,1
10563,0
10564,1
10565,0
10566,0
10567,1
10568,0
10569,0
10570,1
10571,0
10572,1
10573,0
10574,0
10575,0
10576,0
10577,0
10578,1
10579,1
10580,1
10581,0
10582,1
10583,0
10584,1
10585,0
10586,1
10587,0
10588,0
10589,0
10590,0
10591,0
10592,1
10593,0
10594,0
10595,0
10596,0
10597,0
10598,0
10599,0
10600,0
10601,1
10602,0
10603,0
10604,0
10605,1
10606,0
10607,1
10608,0
10609,0
10610,1
10611,1
10612,0
10613,1
10614,1
10615,0
10616,0
10617,1
10618,0
10619,1
10620,1
10621,0
10622,0
10623,0
10624,1
10625,1
10626,0
10627,0
10628,1
10629,0
10630,1
10631,0
10632,0
10633,0
10634,1
10635,0
10636,0
10637,0
10638,0
10639,1
10640,1
10641,0
10642,1
10643,0
10644,1
10645,1
10646,1
10647,1
10648,0
10649,1
10650,0
10651,0
10652,1
10653,1
10654,0
10655,0
10656,0
10657,1
10658,1
10659,0
10660,0
10661,1
10662,1
10663,1
10664,0
10665,1
10666,0
10667,0
10668,0
10669,0
10670,1
10671,1
10672,1
10673,0
10674,0
10675,0
10676,0
10677,1
10678,0
10679,0
10680,0
10681,1
10682,0
10683,0
10684,0
10685,1
10686,1
10687,0
10688,1
10689,1
10690,0
10691,0
10692,1
10693,0
10694,0
10695,0
10696,1
10697,1
10698,1
10699,1
10700,0
10701,1
10702,1
10703,0
10704,1
10705,0
10706,1
10707,1
10708,0
10709,0
10710,1
10711,0
10712,0
10713,1
10714,0
10715,1
10716,1
10717,0
10718,1
10719,0
10720,1
10721,1
10722,1
10723,1
10724,0
10725,0
10726,0
10727,0
10728,0
10729,1
10730,1
10731,0
10732,1
10733,0
10734,0
10735,1
10736,1
10737,0
10738,0
10739,1
10740,0
10741,1
10742,1
10743,0
10744,1
10745,0
10746,1
10747,1
10748,1
10749,0
10750,1
10751,0
10752,0
10753,0
10754,1
10755,0
10756,1
10757,0
10758,1
10759,0
10760,0
10761,1
10762,1
10763,1
10764,0
10765,1
10766,1
10767,1
10768,1
10769,0
10770,1
10771,1
10772,0
10773,0
10774,1
10775,0
10776,0
10777,0
10778,1
10779,1
10780,1
10781,1
10782,0
10783,1
10784,0
10785,1
10786,0
10787,0
10788,1
10789,0
10790,0
10791,0
10792,1
10793,0
10794,1
10795,0
10796,0
10797,0
10798,1
10799,1
10800,1
10801,1
10802,0
10803,0
10804,1
10805,0
10806,1
10807,0
10808,0
10809,1
10810,0
10811,0
10812,0
10813,0
10814,1
10815,1
10816,1
10817,1
10818,0
10819,1
10820,0
10821,1
10822,0
10823,1
10824,1
10825,0
10826,0
10827,1
10828,1
10829,1
10830,0
10831,0
10832,0
10833,1
10834,0
10835,0
10836,0
10837,1
10838,0
10839,1
10840,1
10841,1
10842,1
10843,0
10844,0
10845,0
10846,1
10847,0
10848,1
10849,0
10850,1
10851,1
10852,1
10853,0
10854,0
10855,1
10856,1
10857,0
10858,1
10859,1
10860,0
10861,1
10862,0
10863,0
10864,0
10865,0
10866,0
10867,0
10868,1
10869,1
10870,1
10871,0
10872,1
10873,0
10874,1
10875,0
10876,1
10877,0
10878,0
10879,1
10880,1
10881,1
10882,1
10883,0
10884,1
10885,1
10886,1
10887,0
10888,1
10889,0
10890,0
10891,1
10892,0
10893,0
10894,1
10895,1
10896,0
10897,0
10898,0
10899,0
10900,1
10901,1
10902,0
10903,0
10904,1
10905,0
10906,0
10907,1
10908,1
10909,0
10910,0
10911,1
10912,0
10913,1
10914,1
10915,1
10916,0
10917,1
10918,0
10919,1
10920,0
10921,0
10922,1
10923,1
10924,1
10925,0
10926,0
10927,1
10928,0
10929,1
10930,1
10931,0
10932,1
10933,1
10934,0
10935,0
10936,0
10937,0
10938,1
10939,1
10940,1
10941,0
10942,0
10943,1
10944,1
10945,0
10946,1
10947,1
10948,1
10949,0
10950,0
10951,0
10952,1
10953,1
10954,1
10955,0
10956,1
10957,0
10958,1
10959,0
10960,0
10961,1
10962,1
10963,1
10964,1
10965,0
10966,1
10967,0
10968,1
10969,1
10970,1
10971,1
10972,0
10973,1
10974,0
10975,1
10976,1
10977,1
10978,0
10979,1
10980,1
10981,0
10982,1
10983,1
10984,0
10985,0
10986,1
10987,0
10988,1
10989,0
10990,0
10991,1
10992,1
10993,0
10994,0
10995,0
10996,1
10997,0
10998,1
10999,0
11000,0
11001,0
11002,0
11003,0
11004,0
11005,1
11006,1
11007,0
11008,1
11009,0
11010,1
11011,0
11012,1
11013,1
11014,1
11015,1
11016,0
11017,0
11018,1
11019,0
11020,1
11021,0
11022,0
11023,0
11024,0
11025,0
11026,1
11027,1
11028,0
11029,1
11030,1
11031,0
11032,1
11033,1
11034,0
11035,1
11036,1
11037,0
11038,0
11039,1
11040,0
11041,1
11042,0
11043,1
11044,1
11045,1
11046,1
11047,1
11048,0
11049,0
11050,0
11051,1
11052,0
11053,1
11054,0
11055,1
11056,1
11057,1
11058,1
11059,0
11060,1
11061,0
11062,0
11063,0
11064,0
11065,0
11066,1
11067,0
11068,0
11069,1
11070,0
11071,0
11072,1
11073,0
11074,1
11075,1
11076,1
11077,0
11078,0
11079,0
11080,1
11081,1
11082,1
11083,0
11084,1
11085,0
11086,1
11087,1
11088,1
11089,0
11090,1
11091,1
11092,0
11093,0
11094,1
11095,1
11096,1
11097,0
11098,1
11099,0
11100,0
11101,1
11102,0
11103,0
11104,0
11105,0
11106,1
11107,1
11108,0
11109,0
11110,1
11111,0
11112,1
11113,1
11114,0
11115,0
11116,0
11117,0
11118,0
11119,0
11120,1
11121,1
11122,0
11123,1
11124,0
11125,1
11126,0
11127,0
11128,1
11129,0
11130,0
11131,0
11132,1
11133,0
11134,1
11135,0
11136,0
11137,0
11138,0
11139,1
11140,1
11141,1
11142,0
11143,1
11144,1
11145,1
11146,1
11147,1
11148,0
11149,1
11150,0
11151,1
11152,0
11153,0
11154,1
11155,0
11156,0
11157,0
11158,1
11159,0
11160,0
11161,1
11162,0
11163,0
11164,0
11165,0
11166,0
11167,1
11168,0
11169,1
11170,0
11171,1
11172,0
11173,0
11174,0
11175,1
11176,0
11177,0
11178,1
11179,0
11180,1
11181,1
11182,1
11183,1
11184,0
11185,1
11186,0
11187,0
11188,1
11189,0
11190,1
11191,1
11192,1
11193,0
11194,0
11195,1
11196,0
11197,1
11198,0
11199,0
11200,1
11201,0
11202,0
11203,1
11204,1
11205,0
11206,0
11207,0
11208,0
11209,0
11210,1
11211,1
11212,0
11213,0
11214,0
11215,1
11216,0
11217,0
11218,1
11219,0
11220,1
11221,0
11222,1
11223,1
11224,0
11225,0
11226,0
11227,1
11228,0
11229,0
11230,0
11231,1
11232,1
11233,1
11234,0
11235,1
11236,1
11237,1
11238,1
11239,0
11240,0
11241,0
11242,0
11243,0
11244,1
11245,0
11246,0
11247,1
11248,0
11249,1
11250,1
11251,0
11252,0
11253,1
11254,0
11255,1
11256,0
11257,0
11258,0
11259,0
11260,0
11261,1
11262,0
11263,1
11264,1
11265,1
11266,1
11267,1
11268,1
11269,1
11270,1
11271,1
11272,0
11273,0
11274,0
11275,1
11276,0
11277,1
11278,1
11279,0
11280,0
11281,0
11282,1
11283,0
11284,0
11285,1
11286,0
11287,1
11288,0
11289,1
11290,1
11291,1
11292,0
11293,0
11294,0
11295,0
11296,0
11297,0
11298,0
11299,0
11300,0
11301,0
11302,1
11303,0
11304,0
11305,1
11306,1
11307,0
11308,0
11309,0
11310,0
11311,1
11312,1
11313,0
11314,1
11315,0
11316,1
11317,0
11318,0
11319,0
11320,0
11321,0
11322,0
11323,1
11324,1
11325,0
11326,0
11327,1
11328,0
11329,1
11330,1
11331,1
11332,0
11333,1
11334,1
11335,1
11336,1
11337,1
11338,1
11339,1
11340,0
11341,0
11342,1
11343,1
11344,0
11345,1
11346,0
11347,0
11348,1
11349,1
11350,0
11351,1
11352,0
11353,0
11354,1
11355,1
11356,0
11357,1
11358,1
11359,1
11360,1
11361,0
11362,0
11363,0
11364,0
11365,0
11366,0
11367,0
11368,0
11369,1
11370,1
11371,0
11372,0
11373,1
11374,0
11375,1
11376,0
11377,0
11378,0
11379,0
11380,1
11381,0
11382,1
11383,1
11384,1
11385,0
11386,0
11387,0
11388,0
11389,0
11390,1
11391,0
11392,0
11393,1
11394,1
11395,0
11396,0
11397,0
11398,1
11399,1
11400,0
11401,0
11402,1
11403,0
11404,0
11405,0
11406,1
11407,0
11408,1
11409,1
11410,0
11411,0
11412,1
11413,0
11414,1
11415,0
11416,0
11417,1
11418,1
11419,0
11420,1
11421,1
11422,1
11423,0
11424,1
11425,1
11426,0
11427,1
11428,0
11429,0
11430,1
11431,0
11432,0
11433,0
11434,1
11435,0
11436,0
11437,0
11438,1
11439,1
11440,1
11441,0
11442,0
11443,1
11444,1
11445,0
11446,1
11447,0
11448,0
11449,0
11450,0
11451,0
11452,0
11453,0
11454,1
11455,0
11456,0
11457,0
11458,1
11459,0
11460,0
11461,0
11462,1
11463,0
11464,1
11465,1
11466,1
11467,0
11468,0
11469,0
11470,0
11471,1
11472,0
11473,0
11474,1
11475,0
11476,0
11477,0
11478,0
11479,1
11480,0
11481,0
11482,1
11483,1
11484,0
11485,1
11486,1
11487,1
11488,0
11489,1
11490,0
11491,0
11492,1
11493,0
11494,0
11495,0
11496,1
11497,0
11498,1
11499,0
11500,0
11501,1
11502,1
11503,1
11504,1
11505,0
11506,0
11507,1
11508,0
11509,1
11510,1
11511,0
11512,1
11513,0
11514,0
11515,1
11516,1
11517,1
11518,0
11519,0
11520,0
11521,1
11522,1
11523,0
11524,0
11525,0
11526,0
11527,0
11528,1
11529,0
11530,0
11531,0
11532,0
11533,0
11534,0
11535,0
11536,1
11537,1
11538,0
11539,1
11540,1
11541,1
11542,0
11543,0
11544,1
11545,1
11546,0
11547,0
11548,0
11549,0
11550,1
11551,1
11552,0
11553,1
11554,0
11555,0
11556,0
11557,0
11558,0
11559,1
11560,1
11561,0
11562,1
11563,0
11564,1
11565,1
11566,1
11567,0
11568,1
11569,0
11570,0
11571,1
11572,0
11573,0
11574,1
11575,0
11576,1
11577,1
11578,0
11579,0
11580,1
11581,0
11582,1
11583,1
11584,1
11585,1
11586,1
11587,1
11588,1
11589,0
11590,1
11591,0
11592,1
11593,0
11594,0
11595,0
11596,0
11597,0
11598,1
11599,0
11600,1
11601,1
11602,0
11603,1
11604,0
11605,1
11606,0
11607,0
11608,1
11609,1
11610,1
11611,0
11612,1
11613,1
11614,0
11615,1
11616,0
11617,1
11618,1
11619,1
11620,0
11621,1
11622,1
11623,1
11624,0
11625,1
11626,0
11627,1
11628,0
11629,1
11630,1
11631,1
11632,0
11633,1
11634,0
11635,1
11636,0
11637,0
11638,1
11639,0
11640,1
11641,1
11642,1
11643,0
11644,1
11645,1
11646,1
11647,1
11648,1
11649,1
11650,0
11651,0
11652,1
11653,1
11654,1
11655,1
11656,1
11657,1
11658,0
11659,0
11660,1
11661,1
11662,1
11663,1
11664,0
11665,1
11666,0
11667,0
11668,0
11669,0
11670,1
11671,1
11672,1
11673,0
11674,0
11675,0
11676,0
11677,1
11678,1
11679,1
11680,1
11681,0
11682,0
11683,0
11684,0
11685,0
11686,0
11687,0
11688,1
11689,0
11690,1
11691,1
11692,1
11693,1
11694,1
11695,1
11696,1
11697,0
11698,0
11699,1
11700,1
11701,1
11702,0
11703,1
11704,0
11705,1
11706,0
11707,1
11708,1
11709,0
11710,1
11711,0
11712,0
11713,1
11714,1
11715,0
11716,1
11717,1
11718,1
11719,0
11720,0
11721,1
11722,0
11723,0
11724,0
11725,0
11726,0
11727,1
11728,1
11729,1
11730,1
11731,0
11732,0
11733,0
11734,1
11735,0
11736,0
11737,0
11738,1
11739,0
11740,0
11741,1
11742,1
11743,0
11744,0
11745,0
11746,0
11747,1
11748,0
11749,1
11750,0
11751,0
11752,1
11753,0
11754,1
11755,0
11756,0
11757,1
11758,1
11759,1
11760,0
11761,0
11762,0
11763,0
11764,1
11765,0
11766,0
11767,1
11768,0
11769,1
11770,1
11771,0
11772,0
11773,0
11774,0
11775,1
11776,0
11777,1
11778,0
11779,1
11780,0
11781,1
11782,1
11783,1
11784,0
11785,0
11786,1
11787,0
11788,0
11789,1
11790,0
11791,1
11792,0
11793,1
11794,1
11795,0
11796,0
11797,0
11798,0
11799,1
11800,1
11801,0
11802,0
11803,0
11804,0
11805,0
11806,0
11807,1
11808,0
11809,1
11810,0
11811,0
11812,0
11813,0
11814,1
11815,1
