,0,1,2,Label
32023,1,0,1,1
28870,0,0,0,0
3917,0,0,0,0
12235,1,1,1,1
13284,1,1,1,1
31835,1,1,1,1
3069,0,0,0,0
12585,0,1,1,1
1131,0,0,0,0
26677,0,0,1,0
18287,0,0,0,0
1667,1,1,1,1
8887,0,0,0,0
32193,0,0,0,0
24804,0,1,1,0
25027,1,1,1,1
6988,1,1,1,1
19457,0,0,1,0
10575,0,0,0,0
25612,1,1,1,1
695,1,1,1,1
21696,1,1,1,1
22746,1,1,1,1
20456,1,1,1,1
30451,0,0,0,0
28180,0,0,0,0
29426,0,0,0,0
12549,0,0,0,0
810,1,1,1,1
27216,0,0,0,0
2181,1,1,1,1
10873,0,0,0,0
24938,1,1,0,1
4264,1,1,1,1
26586,1,1,1,0
24700,1,1,1,1
27824,1,1,1,0
30000,1,1,1,1
7280,1,1,1,1
440,0,1,0,0
28141,0,0,0,0
17915,1,1,1,1
22554,1,1,1,1
18182,0,0,0,0
21962,0,0,0,0
27193,0,0,0,0
9233,0,0,0,0
26782,1,1,1,1
23137,1,1,1,0
28842,1,1,1,1
18332,1,1,1,1
32936,1,0,1,1
28889,0,0,0,0
19651,1,1,1,1
25015,1,1,1,1
13738,0,0,0,0
7091,1,1,1,1
27996,0,0,0,0
29098,0,0,0,0
4431,0,0,0,0
29604,0,0,0,0
7120,0,0,1,1
30306,0,0,0,0
2877,0,1,1,0
12996,1,1,1,1
10396,1,1,1,1
20280,1,1,1,1
3993,0,0,0,0
27594,1,1,1,1
8487,0,0,0,0
4961,1,1,1,1
32728,1,1,1,1
16266,0,1,1,1
10916,0,0,0,0
7860,0,0,0,0
25277,1,1,1,1
19582,1,1,1,1
22788,0,1,1,0
14483,0,0,0,0
14744,1,1,1,1
14684,1,1,1,1
26988,1,1,1,1
28614,1,1,1,1
10263,0,0,0,0
33351,1,0,0,0
7690,0,0,1,0
7087,1,1,1,1
2397,1,1,1,1
4940,0,0,0,0
26838,1,1,1,1
25076,1,1,1,1
7332,0,0,0,0
12466,1,1,1,1
23144,0,0,0,0
21344,0,1,1,0
27365,0,0,0,0
14642,0,0,0,0
21888,1,1,1,1
28650,0,0,0,0
20972,1,1,1,1
12990,1,1,1,1
6864,1,0,1,0
5660,1,1,1,1
6478,0,0,0,0
400,0,0,0,0
17195,0,1,1,0
15102,1,1,1,1
33637,0,0,0,0
15590,0,0,0,0
7271,1,1,1,1
8343,1,1,1,1
10919,1,1,1,1
21922,1,1,1,1
19743,1,0,0,1
7539,0,0,0,1
23177,0,0,0,0
16018,0,1,1,0
10109,1,1,1,1
21935,0,0,0,0
18690,0,0,0,0
24349,0,0,0,0
10634,1,1,1,1
3926,1,1,1,1
18871,1,1,0,0
18448,0,0,0,0
30442,0,0,0,0
26371,1,1,1,1
32006,1,1,1,1
4824,1,1,1,1
22524,0,0,0,0
15101,1,1,1,1
6466,0,0,0,0
33722,1,1,1,1
2916,0,0,0,0
11989,0,0,1,0
6152,0,0,0,0
7340,0,0,0,0
14834,1,1,1,0
13710,0,1,1,0
3133,1,1,1,1
10852,1,1,1,1
11874,0,1,1,0
11781,1,1,1,1
15475,1,0,1,1
25841,1,1,1,1
32802,1,1,1,1
6032,0,0,0,0
11806,0,0,0,0
17476,0,0,0,0
12872,0,0,0,0
21568,0,1,1,0
29170,1,1,1,1
19709,0,0,0,0
7828,1,1,1,1
33445,1,1,1,0
20468,1,1,1,1
26614,1,1,1,1
16239,1,1,1,1
5242,1,1,1,1
14847,1,1,1,0
10837,1,1,1,1
20176,0,1,1,0
15182,0,1,1,1
31067,0,0,0,0
30278,0,0,0,0
18119,1,1,1,1
21237,0,0,0,0
4785,1,0,0,1
15296,1,1,1,1
25843,0,0,0,0
5816,1,1,1,1
12361,0,0,0,0
22833,0,0,0,0
9484,1,1,1,1
1579,1,1,1,1
23095,1,0,1,1
31311,0,0,0,0
14971,0,0,0,0
7152,1,1,1,1
22527,1,1,1,1
26366,1,1,1,1
10188,1,1,1,1
28879,1,1,1,1
16249,1,1,1,1
17649,0,0,0,0
15052,1,1,1,1
18594,0,0,0,0
28811,1,1,1,1
11698,0,0,0,0
15445,0,0,0,0
5987,0,0,0,0
12164,1,1,1,1
32088,1,1,0,0
16342,0,0,0,0
7094,0,0,0,0
12215,0,0,0,0
28258,1,1,1,1
4917,1,1,0,1
27083,0,0,0,0
28521,0,0,0,0
6471,0,0,0,0
10504,0,0,0,0
23275,0,0,0,0
27207,1,1,1,1
14034,1,1,1,1
30434,1,1,0,1
4120,1,1,1,1
10358,0,0,0,0
14685,0,0,0,0
6909,0,0,0,0
31096,1,0,0,1
30662,1,0,0,1
31563,0,0,0,0
22634,0,0,0,0
8275,0,0,0,0
8082,0,0,0,0
32002,0,0,1,0
20329,0,0,0,0
17398,1,1,1,1
17790,0,0,0,0
16368,1,1,1,1
4456,0,0,0,0
15277,1,1,1,1
15746,1,1,0,0
25046,1,1,1,1
1906,1,1,1,1
11524,0,0,0,0
22234,1,1,1,1
2566,1,1,1,1
23672,0,0,0,0
7783,0,0,1,0
2248,0,0,0,0
29209,0,1,0,0
28278,0,0,0,0
29878,0,0,0,0
3377,0,0,0,0
12498,1,1,1,1
18085,1,1,1,1
21660,0,1,1,0
7465,1,1,1,1
29567,0,0,0,0
20870,1,1,1,1
11488,0,0,0,0
20589,0,0,1,0
32538,1,1,1,1
2691,0,0,0,0
29902,1,1,1,1
4634,1,1,1,1
1855,1,1,1,1
9462,0,0,0,0
16469,0,0,0,0
11652,1,1,1,1
7900,1,1,1,1
20913,1,1,1,1
11026,1,1,1,1
2089,0,0,0,0
17563,0,0,0,0
690,0,0,0,0
14478,1,1,1,1
12118,1,1,1,1
14686,0,0,0,0
32876,0,0,0,0
16881,1,1,1,1
1952,0,0,0,0
21599,1,1,1,1
20261,0,0,0,0
20700,0,0,0,0
26042,0,0,0,0
26904,1,0,1,1
20892,0,0,0,0
6646,1,1,0,1
32052,1,1,1,1
17379,1,1,1,1
30456,0,0,0,0
8891,0,1,0,0
23662,1,1,1,1
10587,0,1,0,0
6351,1,1,1,1
28190,0,0,0,0
8236,0,0,0,0
33337,1,0,0,1
19721,1,1,1,1
5388,1,1,1,1
4816,0,1,1,0
26723,0,1,0,0
23420,1,1,1,1
18736,0,0,0,0
24944,0,0,0,0
25450,0,0,0,0
20328,1,1,1,1
20814,0,0,1,0
5810,0,0,0,0
26833,0,0,1,0
8982,1,1,1,1
19679,0,0,0,0
1741,1,1,1,1
2891,1,1,1,1
7145,1,1,0,1
1804,0,0,0,0
12678,0,0,0,0
16535,1,1,1,1
27731,1,1,1,1
13015,0,0,0,0
22024,1,1,1,1
26707,0,0,0,0
5549,1,1,1,1
31686,1,0,1,1
12093,1,1,1,1
3294,1,1,1,1
21073,0,1,0,0
19133,1,1,1,1
5904,1,1,1,1
33206,1,1,1,1
10710,1,1,1,1
13224,0,0,0,0
26391,1,1,1,1
10456,0,0,0,0
1660,1,1,1,1
12954,0,0,0,0
17154,0,0,0,0
11461,0,0,0,0
13586,0,0,0,0
24200,0,0,0,0
14821,1,1,1,1
20681,0,0,0,0
14125,1,0,1,1
12117,1,1,1,1
19478,1,1,1,1
8140,1,1,1,1
7096,0,0,0,0
14738,0,0,0,0
33565,0,0,0,0
8877,1,1,1,1
26105,0,0,0,0
27157,0,0,0,0
29042,1,1,1,1
17157,1,1,1,1
29147,0,0,0,0
1069,1,1,1,1
31991,0,0,0,0
20795,0,0,0,0
19822,0,0,0,0
14598,1,1,1,1
5863,0,0,0,0
7300,0,1,1,0
26673,0,0,0,0
8079,0,0,0,0
26093,1,1,1,1
9803,0,0,0,0
4714,0,0,0,0
33625,0,1,1,1
5138,1,1,1,1
28460,0,0,0,0
17931,0,0,0,0
23511,1,0,0,1
4122,1,1,1,1
15908,0,0,0,0
13414,0,0,0,0
937,1,1,1,1
33424,0,0,0,0
4384,0,0,0,0
10309,0,0,1,0
26261,0,0,0,0
27897,0,0,0,0
17497,1,1,1,1
22035,1,1,1,1
19766,1,0,1,1
27744,1,1,1,1
23703,1,1,1,1
32695,0,0,0,0
15243,0,0,0,0
8058,0,0,0,0
22947,0,0,0,0
2821,0,0,0,0
26374,0,0,0,0
17971,1,1,1,1
28164,1,1,1,1
5269,0,0,0,0
17527,0,0,0,0
28091,0,0,0,0
12624,1,1,1,1
6778,1,0,1,0
11418,1,1,1,1
23224,1,1,1,1
1877,0,0,0,0
7293,0,0,0,0
30994,1,1,1,1
30478,1,0,1,1
32086,0,0,0,0
4991,1,1,1,1
16847,1,1,1,1
17289,1,0,0,1
3327,0,1,1,0
4291,0,0,0,0
11821,1,1,1,1
32321,0,0,0,0
9002,1,1,1,1
6043,0,0,0,0
25087,1,1,1,0
28585,0,0,0,0
4366,0,0,0,0
12384,1,1,1,1
31589,1,1,1,1
31226,1,1,1,1
23171,0,0,0,0
23896,1,1,1,1
21094,1,1,1,1
10349,0,0,0,0
23292,1,1,1,1
18527,0,0,0,0
16208,0,0,0,0
18572,1,1,1,1
7367,1,1,0,1
15620,0,0,0,0
12136,1,1,1,1
3485,0,0,0,0
31514,0,0,0,0
2591,0,0,1,1
33075,1,1,1,1
19513,0,0,1,0
28958,1,1,1,1
25348,1,1,1,1
19132,0,0,0,0
15279,0,0,0,0
931,1,1,1,1
26952,0,0,0,0
7097,1,1,1,1
9847,0,0,0,0
26616,1,1,0,1
23963,1,1,1,1
6114,0,0,0,0
22406,1,1,1,1
32629,1,1,1,1
2463,1,1,1,1
8521,0,0,0,0
7065,0,0,1,0
21774,0,1,1,0
15838,0,0,0,0
11811,0,0,0,0
27206,1,1,1,1
341,0,0,0,0
24669,0,0,0,0
9822,1,1,1,0
7718,1,1,1,1
17891,1,1,1,1
9032,1,1,1,1
12867,0,0,0,0
27351,0,0,0,0
15629,0,0,0,0
3537,0,0,0,0
12890,0,0,0,0
706,0,1,1,0
10508,0,0,0,0
4763,1,1,1,1
20276,0,0,0,0
31074,1,1,1,1
24487,1,1,1,1
17711,1,1,1,1
11735,0,0,0,0
10447,0,1,1,0
30883,1,1,1,1
6799,1,1,1,1
6995,0,0,0,0
22226,0,0,0,0
25337,1,1,1,1
29528,1,1,1,1
736,1,1,1,1
2272,1,1,1,1
25770,0,0,0,0
26369,1,1,1,1
3323,0,0,0,0
30740,0,0,0,0
4199,0,0,0,0
7738,1,1,1,1
11041,1,1,1,1
24533,1,1,1,1
20476,0,0,0,0
30057,1,0,1,1
1728,1,1,1,1
32954,1,1,1,1
24077,0,0,0,0
26546,0,0,0,0
25971,1,1,1,1
28935,1,1,1,1
6869,1,1,1,1
8072,1,1,1,1
22297,0,0,0,0
14317,1,1,1,1
14622,0,0,0,0
22894,0,0,0,0
21070,0,0,0,0
8190,1,1,1,1
27333,1,1,1,1
2773,0,0,1,0
31809,0,0,0,0
17784,0,0,0,0
1157,0,0,0,0
13732,0,0,0,0
28754,1,1,1,1
16254,1,1,1,1
23677,0,0,0,0
30275,1,1,1,1
24364,0,1,1,0
29334,0,0,0,0
24436,0,0,0,0
22600,0,1,1,0
19436,1,1,1,1
21282,1,1,1,1
17155,0,0,0,0
15185,1,0,1,1
8716,0,0,1,1
32662,0,0,0,0
23401,1,1,1,1
9067,0,0,0,0
31944,1,1,1,1
29913,1,1,1,1
8117,1,1,1,1
2545,0,0,1,0
23088,0,1,1,0
26650,1,1,1,1
7086,0,0,0,1
3576,1,1,1,1
30436,0,1,1,0
14069,0,0,0,1
5346,0,0,0,0
10431,0,0,0,0
20439,1,1,1,1
27362,1,1,1,1
293,0,0,0,0
7177,1,1,1,1
18240,1,1,1,1
18916,1,1,1,1
18213,1,0,1,1
8416,1,1,1,1
23138,0,1,0,0
8829,1,0,0,1
17439,0,0,1,1
13473,1,0,1,1
29997,0,0,0,0
17797,1,1,1,1
16555,1,1,1,1
29230,1,1,1,1
866,0,0,0,0
21194,1,1,1,1
32800,1,1,1,1
1256,0,0,0,0
9078,1,0,1,1
28473,0,0,1,0
24274,1,1,1,1
21153,1,1,1,1
22137,0,0,0,0
32357,0,0,0,0
32856,1,1,1,1
1808,1,1,1,1
15714,1,1,1,1
13127,1,1,1,1
20920,1,1,1,1
8835,0,0,0,0
12171,1,1,1,1
23362,1,1,1,1
21216,1,1,1,1
16299,1,1,1,0
8685,1,1,1,1
31684,0,0,1,1
6250,0,0,0,0
16359,1,0,1,1
31,1,1,1,1
30123,1,1,1,1
27022,1,1,1,1
6117,0,1,1,1
4046,1,1,1,1
19113,1,0,1,1
14189,0,0,0,0
30033,1,0,1,1
24926,0,1,0,0
29432,0,1,1,0
33211,1,0,1,1
9322,0,0,0,0
8424,0,0,0,0
8003,1,1,1,1
22849,0,0,1,0
31799,1,0,1,1
29134,0,0,0,0
5738,1,1,1,1
4206,0,0,0,0
24138,0,0,0,0
1761,0,0,0,0
23526,1,1,1,1
19787,1,1,1,0
6506,1,1,1,1
33215,0,0,0,0
20582,0,1,1,0
343,1,1,1,0
10192,1,0,0,0
23348,1,0,1,1
6265,0,0,1,0
18023,1,1,1,0
27777,1,1,1,1
28520,1,1,1,1
32347,0,0,1,0
18295,1,1,1,1
4423,0,0,0,0
23118,0,0,0,0
5198,0,0,0,0
13933,0,0,0,0
1818,0,0,0,0
13915,0,0,0,0
2580,0,0,0,0
17324,1,1,1,1
15392,0,0,0,0
7501,1,1,1,1
8429,0,0,0,0
15471,0,0,0,0
20268,0,1,1,0
27329,1,1,1,1
23826,1,1,1,0
26411,1,1,1,1
5601,0,0,0,0
33387,0,0,0,0
317,1,1,1,1
33735,0,0,0,0
25104,1,1,1,1
19898,0,0,0,0
21864,0,0,0,0
15957,0,0,0,0
30531,1,1,1,1
33237,1,1,1,1
1266,0,1,0,0
21481,1,1,1,1
28117,0,0,0,0
7720,0,1,1,0
15473,0,0,0,0
20343,1,0,1,0
14561,0,1,1,0
29403,0,0,0,0
14657,1,1,1,1
8176,0,0,0,0
32940,0,0,0,0
22459,1,0,1,1
8012,1,1,1,0
3991,1,1,1,1
14554,0,1,1,1
21176,0,0,0,0
25455,1,1,1,1
29575,1,0,1,1
21220,1,1,1,1
32416,1,1,1,1
19283,0,0,0,0
6835,1,1,1,1
27182,1,1,1,1
2467,1,1,1,1
28928,0,0,0,0
14731,0,0,1,1
5165,0,0,0,0
17153,1,1,1,1
10613,1,1,1,1
31128,1,1,1,1
16930,1,1,1,1
7109,0,0,0,0
8954,0,0,0,0
27386,1,0,1,1
28287,0,0,0,0
9072,0,0,0,0
18318,1,1,1,1
16017,0,0,0,0
18607,0,0,0,1
2779,1,1,1,1
31647,0,0,0,0
31823,0,0,0,0
2792,0,0,0,0
17873,0,0,0,0
29764,1,1,1,1
15821,1,1,1,1
8927,1,1,1,1
7871,1,1,1,1
24882,0,0,0,0
13858,1,1,1,1
15555,0,1,1,0
1949,1,1,1,1
11516,1,1,1,1
20924,0,0,0,0
28802,1,1,1,1
4424,0,0,0,0
23021,0,0,0,0
2213,0,0,0,0
3036,1,1,1,1
25582,1,1,1,1
17058,1,1,1,0
13909,1,1,1,1
13631,0,1,1,1
16570,0,1,1,0
19999,0,0,0,0
7308,0,0,0,0
25077,0,0,0,0
25448,0,0,0,0
15528,1,1,1,1
390,1,1,1,1
23015,1,1,1,1
18488,1,1,1,1
21794,0,0,0,0
11793,1,1,1,1
30158,0,0,0,0
2405,0,0,0,0
9398,0,0,0,0
29274,1,1,1,1
32309,0,0,0,0
29954,0,0,0,0
33380,1,1,1,1
30715,1,1,1,1
24489,0,0,0,0
10728,1,0,0,1
23112,1,1,1,1
16839,1,1,1,1
17708,1,1,1,1
23396,1,1,1,1
6591,0,0,0,0
8536,1,1,1,1
16457,0,1,0,0
27081,0,0,0,0
30890,0,0,0,0
30818,1,1,1,1
4759,1,1,1,0
30191,1,1,1,1
33197,0,0,0,0
28534,0,0,0,0
9152,0,0,0,0
2620,0,0,0,0
15199,1,1,1,1
8583,1,1,1,1
259,0,0,0,0
10344,1,1,1,1
5999,0,0,0,0
20095,0,0,0,0
13722,1,1,1,1
20957,1,1,1,1
240,1,1,1,1
10651,1,1,1,1
3416,0,0,0,0
9746,0,0,0,0
19122,1,1,1,1
32315,0,0,0,0
8881,1,0,1,1
14579,1,1,1,1
12248,1,1,1,1
21756,1,1,1,1
27308,0,1,0,0
3798,1,1,1,1
8725,1,1,1,0
874,1,0,0,1
12474,0,0,1,0
10283,1,1,0,1
27363,1,1,1,1
28076,1,1,1,1
19531,1,1,1,1
3571,1,1,1,1
19698,0,0,0,0
31218,1,0,1,1
7994,0,0,0,0
13564,1,1,1,1
31338,1,1,1,1
17353,1,1,1,1
1148,0,0,0,0
27328,0,0,0,0
25326,1,1,1,1
16935,1,1,1,1
6974,0,0,0,0
23728,0,0,0,0
6373,1,1,1,1
28163,0,0,0,0
24612,1,1,1,0
15925,1,1,1,1
954,0,0,1,0
75,0,0,0,0
3390,0,0,0,0
25903,1,1,1,1
11808,0,0,0,0
11258,0,0,0,0
30409,1,1,1,1
9707,0,0,0,0
10119,0,0,0,0
3316,1,1,1,1
19222,0,0,0,0
32379,1,1,1,1
15249,0,1,1,0
11185,1,0,1,1
23107,1,1,1,0
14364,1,0,1,1
16787,1,1,1,1
23920,0,0,0,0
30002,1,1,1,1
31101,0,0,0,0
30476,1,0,1,1
7668,1,1,1,1
31451,0,0,0,0
30477,0,0,0,0
11860,1,1,1,1
15586,0,0,0,0
28178,1,1,1,1
22133,1,1,1,1
30377,0,0,0,0
30553,1,1,1,1
27309,1,1,1,1
27505,1,1,1,1
27830,1,0,1,1
20875,1,1,1,0
32984,1,1,1,1
30759,1,1,1,1
3379,0,0,0,0
29367,1,1,1,1
18967,1,1,1,1
33233,0,1,0,0
27427,1,1,1,1
14469,1,1,1,1
29502,0,0,0,0
24797,1,1,1,1
26206,0,1,0,1
24709,1,1,1,1
22057,1,0,0,1
13907,0,0,0,0
20332,1,1,1,1
13035,0,0,0,0
26778,1,1,0,1
30882,0,0,0,0
18618,0,0,0,0
6174,1,0,1,1
19764,0,0,0,0
29480,1,1,1,1
13693,0,0,0,0
2982,0,0,0,0
3087,1,1,1,1
13375,1,1,1,1
32162,1,1,1,1
4251,0,0,0,0
32433,1,1,1,1
25686,1,1,1,1
16161,1,0,0,0
32885,1,1,1,1
12844,1,1,1,1
403,1,1,1,1
32253,0,0,0,0
30015,1,1,1,1
12874,0,1,1,0
7452,0,0,1,0
8582,1,1,1,1
19200,0,0,0,0
26339,1,1,1,1
9074,0,0,0,0
6,1,1,1,1
6164,1,0,1,1
23749,0,0,0,0
21866,1,1,1,1
27025,1,0,0,0
27432,1,1,1,1
31490,0,0,0,0
31773,1,1,1,1
7494,0,0,0,0
9191,1,1,1,1
25390,0,0,0,0
33370,1,1,1,1
21336,1,1,1,1
28863,1,1,1,1
33213,0,0,0,0
27179,0,0,1,1
22322,1,1,1,1
27802,1,1,1,1
8087,1,1,1,1
3524,0,1,1,0
31986,0,0,0,0
20060,1,1,1,1
17079,1,1,1,1
27033,1,1,1,1
14086,1,1,1,1
4873,0,0,0,0
14860,1,1,1,1
32308,1,1,1,1
18471,1,1,1,1
18139,0,1,1,0
214,1,1,1,1
724,0,0,0,0
27248,0,0,0,0
12779,1,1,1,1
17013,1,1,1,1
30506,1,1,1,1
4318,1,1,1,1
9876,1,1,1,1
26337,0,0,0,0
15163,1,0,1,1
4286,1,1,1,1
32471,0,0,0,0
19373,1,0,0,1
12491,0,0,0,0
24152,1,1,0,1
23156,1,1,1,1
7260,1,1,1,1
6449,1,0,1,1
21181,0,0,0,0
19957,0,0,0,0
1192,1,1,1,1
1262,1,1,1,1
11407,0,0,0,0
3057,1,1,1,1
6621,0,0,0,0
9602,1,1,1,1
16442,0,0,0,0
15325,0,0,0,0
22835,1,1,1,1
314,1,0,0,0
11755,0,0,0,0
28872,1,1,1,1
21848,1,1,1,1
1704,0,0,0,0
20763,0,0,0,0
974,1,1,1,1
6215,0,0,0,0
32789,0,0,0,0
24224,1,1,1,1
27086,0,1,0,0
283,1,1,1,1
9594,1,1,1,1
10173,1,1,1,1
26797,1,1,1,1
9030,1,1,1,1
32467,1,1,1,1
32050,0,0,0,0
10665,1,1,1,1
21425,1,1,1,1
27431,0,0,0,0
7851,1,1,1,1
9254,1,0,0,1
15890,1,1,1,1
4227,0,0,0,0
5478,1,1,1,1
16427,1,1,1,1
10807,0,0,0,0
22395,0,0,0,0
25029,0,0,0,0
6350,1,1,1,1
28497,0,0,0,0
27566,1,1,1,1
16562,1,1,1,1
14811,0,0,0,0
24428,1,1,1,1
22565,1,0,1,1
2758,1,1,1,1
5611,0,0,0,0
25498,0,0,0,0
7415,1,1,1,1
3001,0,0,0,0
17821,0,0,0,0
15345,0,0,0,0
8398,0,0,0,0
13040,0,0,0,0
10462,1,1,1,1
3949,1,1,1,1
15817,1,1,1,1
31357,0,1,1,1
2070,1,0,1,1
25086,0,0,0,0
4635,1,1,1,1
23089,1,1,1,0
31140,1,0,0,0
15779,0,0,0,0
26342,1,1,1,1
3428,1,1,1,1
13178,0,0,0,0
9219,0,0,0,0
8004,1,1,1,1
22066,1,1,1,1
9077,0,0,0,0
25987,1,1,1,1
33493,1,1,1,1
9427,0,0,0,0
2708,1,1,1,1
28868,1,1,1,1
4810,1,1,1,1
18985,0,0,0,0
4472,0,0,0,0
20305,1,1,1,1
3550,0,0,0,0
24361,1,1,1,1
2713,1,1,1,1
1311,0,0,0,0
23839,0,0,0,0
20619,0,0,0,0
33664,1,1,1,1
448,1,1,1,1
30725,1,1,1,1
7486,0,0,0,0
11740,0,0,0,0
29644,1,1,1,1
5834,0,0,0,0
29988,1,1,1,1
13483,1,1,1,1
19242,0,0,0,0
8574,0,1,1,0
21998,0,0,0,0
17256,1,0,1,0
32764,0,0,0,0
15643,0,0,0,0
31695,1,1,1,1
21296,0,0,0,0
29725,1,1,1,1
26996,1,1,1,1
15903,1,1,1,1
14906,0,0,0,0
33598,0,0,0,0
13064,0,0,0,0
3105,1,1,1,1
2437,1,1,1,1
7471,0,0,0,0
28684,1,1,1,1
11962,0,0,0,0
16731,0,0,0,0
28344,0,0,0,0
1690,1,1,1,1
31406,1,1,1,1
32348,0,0,0,0
8470,0,0,1,0
13648,1,1,1,1
14493,0,0,0,0
4592,1,0,1,1
7320,0,0,0,0
11387,0,0,0,0
4103,1,1,1,1
15693,0,0,0,0
14174,0,0,0,0
7519,1,1,1,1
18940,0,0,0,0
23147,1,1,1,1
4536,0,0,1,0
20832,1,1,1,1
3070,1,1,1,1
21650,1,1,1,1
27352,1,1,1,1
17028,1,0,0,1
3295,1,0,1,1
23496,1,1,1,1
20905,0,0,0,0
22801,0,0,0,0
13003,0,0,0,0
30587,1,1,1,1
22148,0,0,0,0
24201,1,1,1,1
13875,1,1,1,1
27742,1,1,0,0
23528,0,0,0,0
18031,0,0,0,0
6523,0,0,0,0
22348,0,0,0,0
26478,1,1,1,1
6592,0,0,0,0
32920,1,1,1,1
7807,0,1,1,0
14212,0,1,0,0
23190,1,1,1,1
2356,1,1,1,1
9722,1,1,1,1
20432,1,1,1,1
23245,0,0,0,0
21189,1,1,1,1
23034,0,0,0,0
30063,1,1,1,1
27636,0,0,0,0
1920,0,0,0,0
23033,0,0,1,0
12189,0,0,0,0
27342,1,1,1,1
22265,1,1,1,1
9444,1,1,1,1
8886,0,0,0,1
12809,0,0,1,0
24143,1,1,1,1
26578,1,1,1,1
16175,1,1,1,1
8150,1,1,1,1
28557,1,1,1,1
9148,1,1,1,1
15281,0,1,0,0
21242,1,1,1,1
5880,1,1,1,1
14584,1,0,1,1
29112,1,1,1,1
32537,0,0,0,0
9830,0,0,0,0
1476,0,1,1,0
999,1,1,1,1
16831,1,1,1,1
10847,0,0,0,0
17071,1,1,1,1
2327,1,1,1,0
10992,1,1,1,1
18069,1,1,1,1
3214,1,0,0,1
6309,0,0,0,0
33603,0,0,0,0
33592,0,0,0,0
14275,0,0,0,0
23125,1,1,1,1
3567,1,1,1,1
28866,0,0,0,0
30654,1,0,1,0
16010,0,0,0,0
17135,1,1,1,1
20819,0,0,0,0
6649,0,0,0,0
15008,0,0,0,0
4392,1,1,1,1
21362,0,0,0,0
25998,1,1,1,1
10903,0,0,0,0
18984,0,0,0,0
17864,1,1,1,1
4394,1,1,1,1
2177,1,1,1,1
3686,1,1,1,1
28584,0,0,0,0
547,1,1,0,0
31056,1,1,1,1
25177,1,1,1,1
14886,1,1,1,1
2468,1,1,1,1
26272,0,0,0,0
8000,1,1,1,1
32,1,1,1,1
21563,0,0,0,0
302,1,1,1,1
31600,0,1,1,0
5360,0,0,0,0
28681,1,1,1,1
33511,0,0,0,0
20753,1,1,0,1
24405,0,0,0,0
25988,0,1,1,1
7975,0,0,0,0
1243,1,1,1,1
12156,1,1,1,1
15600,0,0,0,0
6997,1,1,1,1
8763,1,1,1,1
4355,1,0,0,1
32028,1,1,1,1
18160,1,1,1,1
4247,1,1,1,1
3938,0,0,1,0
5008,1,1,1,1
873,0,0,0,0
22079,0,0,0,0
29790,1,1,1,1
31396,1,1,0,0
20246,0,0,0,0
32449,1,1,1,1
10299,1,1,1,1
25825,0,1,0,0
12865,1,1,0,1
10102,1,1,1,1
16536,0,1,1,0
29864,0,0,0,0
28119,0,0,0,0
22709,1,1,1,1
693,1,1,1,1
21126,1,1,1,1
7004,1,1,1,1
32256,0,0,1,0
151,1,1,1,1
2006,1,1,1,1
4802,1,1,1,0
7002,0,0,0,0
3601,0,0,0,0
12525,1,1,1,1
20930,1,1,1,1
21959,1,1,1,1
16034,1,1,1,1
14292,1,1,1,1
25996,1,1,1,1
9021,0,0,0,0
20991,1,1,1,1
1789,1,1,1,1
13688,1,1,1,1
22411,1,0,0,1
28174,1,1,1,1
19796,1,1,1,1
29008,1,1,1,1
18312,1,1,1,1
17970,0,0,0,0
26791,0,0,1,1
16801,1,1,1,1
33398,0,0,0,0
9452,1,1,1,1
9981,1,1,1,1
25414,1,1,1,1
11635,1,1,1,1
1509,0,0,1,0
24759,0,0,0,0
6874,1,1,1,1
20438,0,0,0,0
29547,0,0,0,0
29750,1,1,1,1
28934,0,1,0,1
1916,1,1,1,1
3761,0,0,0,0
30086,0,0,0,0
6343,1,1,1,1
10354,1,1,1,1
20593,0,0,0,0
9562,0,0,0,0
25060,0,0,0,0
20639,1,1,1,1
11469,0,0,0,1
31890,1,1,1,1
30681,0,0,0,0
2554,1,1,1,1
31973,1,1,1,1
16171,0,0,0,0
16865,1,1,1,1
2366,0,0,0,0
9489,0,1,0,1
3463,1,1,1,1
1411,1,1,1,1
13274,0,0,0,0
4469,1,1,1,1
12134,0,0,0,0
21816,1,1,1,1
755,1,0,1,0
19639,1,0,1,1
31816,1,1,1,1
843,0,0,0,0
28351,1,1,1,1
21051,1,1,1,1
16270,1,1,1,1
13239,1,1,1,1
17808,1,0,1,1
13326,1,1,1,1
282,0,0,0,0
7370,1,1,1,1
29638,1,1,1,1
23567,1,1,0,1
1475,1,1,1,1
33173,1,1,1,1
10797,0,1,1,0
26576,0,0,1,0
13345,0,0,0,0
33524,0,0,0,0
20201,1,1,1,1
5032,0,1,0,0
27858,0,0,0,0
8303,0,0,0,0
29267,0,0,0,0
2226,0,0,0,0
17203,0,0,0,0
6539,0,0,0,0
25861,1,1,1,1
20906,0,0,0,0
28175,1,1,1,1
17618,1,1,1,1
24842,0,0,0,0
29381,0,0,0,0
24749,0,1,1,0
14922,1,1,1,1
27211,0,0,0,0
23857,1,1,1,1
11807,1,1,1,1
21957,1,0,0,1
14179,1,1,1,1
16140,1,1,1,1
22123,0,0,0,0
23688,0,0,0,0
30647,1,1,1,1
29421,1,1,1,1
26081,1,1,1,1
21729,1,1,1,1
4386,1,0,1,1
24656,1,1,1,1
24235,1,1,1,1
16913,0,1,1,0
7427,1,0,1,0
